Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDQ12,OUT010,843.360001770442
FDS48,OUT017,2555.4628235725545
FDP09,OUT045,3480.0255404187938
FDW21,OUT049,1672.938622352578
FDY25,OUT035,3115.8866901585247
DRE13,OUT017,1394.977125982851
FDV43,OUT019,0.0
FDD22,OUT045,1720.006742478339
FDM46,OUT019,267.2905881809121
NCO30,OUT010,512.0685381968259
FDM25,OUT046,2828.3321832140314
NCN41,OUT049,2103.362805003492
FDU24,OUT045,1482.8876893273277
FDZ50,OUT046,3163.691335847507
FDP45,OUT013,4170.932596556437
NCM54,OUT045,2011.9926558228012
FDW10,OUT019,508.68565761179497
FDP20,OUT017,2108.930979308936
FDK32,OUT046,2462.623757244212
FDN52,OUT049,1407.562575963198
FDM58,OUT045,1829.222654651685
FDZ46,OUT027,2944.710158129757
NCA18,OUT018,1562.9392703220387
FDD35,OUT046,2087.577240986188
NCK31,OUT035,865.1145374703717
FDI40,OUT027,2623.2625956359475
FDT50,OUT019,272.7369411763476
NCT06,OUT046,2605.546547261305
FDT31,OUT035,3177.2364373409046
FDT45,OUT049,925.3019374291224
FDT13,OUT045,3175.351778193554
FDO50,OUT045,1422.9315083862055
NCU18,OUT010,443.43489015546464
NCR54,OUT049,3097.386078652964
NCO18,OUT018,2653.8643709131984
FDU09,OUT045,836.6436533129605
FDT13,OUT018,2843.6857228939866
FDE09,OUT046,1816.2412050538796
NCK53,OUT019,223.64527856274603
FDG45,OUT049,3542.7523895248833
DRH15,OUT035,770.919133309376
FDO21,OUT019,839.5714530918242
FDD14,OUT027,4844.897274561131
FDC09,OUT046,1729.4560687129954
FDH45,OUT027,1203.1874515443565
FDV32,OUT046,1143.7172932377266
FDG12,OUT035,1994.7584338488023
FDS32,OUT013,2132.7684215069526
NCL55,OUT018,3584.951274014526
DRE01,OUT035,3866.6945022401364
DRE15,OUT049,1341.9620951429577
NCL42,OUT045,3796.3808503536297
FDP31,OUT013,755.3586295822437
FDN33,OUT018,1312.9983519411035
FDZ59,OUT046,2533.7813490270964
FDE45,OUT010,456.58274787662805
FDJ07,OUT013,1860.692426085581
FDQ45,OUT018,2793.5759682958555
FDM33,OUT027,5518.7512313540765
FDO15,OUT010,93.05195975003764
FDM46,OUT013,1503.394746978502
FDR03,OUT045,3496.59792806159
FDY49,OUT018,2425.236249763797
FDQ60,OUT045,1889.3189156146989
FDW10,OUT049,2434.955437096775
FDO51,OUT049,793.9096367268631
FDJ40,OUT018,1381.9479780406277
FDS20,OUT018,2797.2513006569898
FDU45,OUT013,1899.274514721508
FDV02,OUT035,2720.3978292089805
FDN09,OUT046,3863.142937785007
NCM55,OUT027,5067.741276110839
FDN23,OUT018,2144.050801521143
FDY31,OUT010,336.471620739549
FDW03,OUT010,316.19169281038984
FDD14,OUT046,2782.7826716665027
FDV23,OUT017,2039.8583458142593
DRI03,OUT045,2870.655563334421
FDN13,OUT035,1637.211272682638
FDF45,OUT027,1770.1114935581681
FDU46,OUT035,1440.4961017686724
FDB57,OUT049,3680.7973630465603
FDV12,OUT049,1722.933899221367
FDQ58,OUT013,2419.6558136674107
NCA18,OUT017,1883.2458631929792
FDH52,OUT049,1084.6217765643478
FDM24,OUT018,2110.6833213153936
NCP43,OUT027,4880.341903745588
NCO18,OUT019,521.470638103318
FDM32,OUT017,1513.405564100402
NCL07,OUT017,704.1457889981889
FDK03,OUT013,4261.920720515451
FDP59,OUT017,1563.508109120721
FDQ24,OUT049,4077.329263097861
FDQ16,OUT018,1414.4016489248631
FDU44,OUT013,2542.368004245652
FDH28,OUT010,0.0
FDV28,OUT019,21.18980526174985
FDM22,OUT045,866.9184893120726
FDR56,OUT046,3087.472742668691
FDV39,OUT049,3112.5942920299917
FDU37,OUT019,303.67364268561033
FDQ11,OUT010,1064.682191156777
FDX02,OUT045,3735.399417839934
NCS42,OUT018,1244.0181216273186
FDY57,OUT027,2456.3947588901688
FDB21,OUT049,3815.595085547072
FDE28,OUT017,3875.2508047579763
FDQ55,OUT017,1995.291185940675
FDA48,OUT049,3645.011199694005
FDZ19,OUT045,2811.211708480647
NCC43,OUT045,3929.1943876001023
NCV18,OUT046,1449.2883201534487
NCA42,OUT018,2295.107799703733
FDY45,OUT046,3956.3809737684237
NCC30,OUT045,2964.003334021086
FDM57,OUT013,1340.7356700523078
FDL09,OUT010,297.89576356777053
FDB09,OUT027,3156.406656073296
FDT44,OUT035,1974.0176096462114
NCT06,OUT027,4096.227715184184
FDX26,OUT049,3080.6478031089227
FDK32,OUT013,2477.5968880718874
DRA12,OUT046,2168.8818797245394
FDO46,OUT010,576.5788145345721
FDE52,OUT013,1339.4240351612916
NCH42,OUT045,3884.3655736298288
FDV08,OUT035,759.3995213626907
FDB47,OUT018,3135.4938343867407
FDC28,OUT010,248.9741697805106
FDD22,OUT046,1876.1494642813334
FDS07,OUT027,3004.444941756879
DRI13,OUT045,3553.254904223689
FDG32,OUT018,3241.3091181825384
FDU14,OUT017,4131.589739445047
FDD28,OUT019,24.02592722633525
NCP41,OUT017,1760.2717752704489
FDS08,OUT049,2782.7054861828337
FDX47,OUT045,2603.415011815855
FDC53,OUT019,239.98758075035477
FDQ19,OUT035,4079.5028455444885
FDL14,OUT045,2456.8723138749274
FDM33,OUT019,750.1699447086662
FDA51,OUT045,1833.9756217233403
FDZ27,OUT018,543.5666665119813
FDT04,OUT046,738.8095730941777
DRC13,OUT049,2112.482458940997
FDR16,OUT027,5231.66298720295
FDQ03,OUT027,5934.648552573587
FDE38,OUT035,2727.063648040152
DRH23,OUT027,1680.5580666371538
FDT11,OUT019,666.2735937177399
FDD09,OUT035,3125.3011610188705
FDR40,OUT045,1300.6225007895705
FDX07,OUT017,3224.245523818789
FDR07,OUT035,1908.864925928316
FDA51,OUT017,1908.2603365038333
FDT59,OUT019,810.625040173056
FDF20,OUT017,3266.9889183344344
FDR13,OUT045,1853.7256785423601
FDY26,OUT049,3461.213163222118
FDW04,OUT017,2118.7230478419174
FDK52,OUT017,3860.361938892606
FDN60,OUT049,2588.2232262504826
FDM09,OUT019,538.475136030877
FDP46,OUT049,1407.1772430288593
FDB50,OUT019,257.7638029646738
NCQ29,OUT049,3955.56501615207
FDP16,OUT027,5972.941547948255
FDX33,OUT018,2342.7520949767354
FDP07,OUT010,534.588170982107
FDN22,OUT046,3646.3471795701853
FDF39,OUT049,4013.4774270005146
FDS21,OUT017,1075.480115829851
NCM42,OUT013,1655.5989449846493
FDK50,OUT019,356.53127467937315
DRF13,OUT027,3645.8882002538753
FDH35,OUT018,2307.4183341731723
FDP60,OUT018,1339.8375535150271
DRJ49,OUT027,3279.1108102274247
NCT42,OUT019,316.67503151935927
FDE38,OUT049,2715.332924340588
FDI04,OUT049,3135.101929072505
NCH54,OUT045,2601.3729600263673
FDT56,OUT049,1070.210678808406
DRD15,OUT018,3338.917140783843
FDV58,OUT013,2583.3557352880316
FDP21,OUT049,3181.11384467715
FDH05,OUT013,3930.0209784766957
FDR10,OUT027,4012.3365142005714
NCP06,OUT045,2356.720032826201
FDF33,OUT049,1712.2933491879592
DRK37,OUT013,3234.018098086221
DRH49,OUT045,1279.046399383195
FDT58,OUT013,2568.476476675094
FDD41,OUT018,1368.8823446163215
FDP40,OUT018,1665.663092016406
FDM51,OUT027,2645.788330442837
FDO45,OUT010,163.91142088640754
FDW33,OUT010,285.60003530196013
FDY24,OUT045,983.7354522955311
FDB10,OUT010,738.6455365324409
FDM40,OUT035,2161.907788297102
NCI06,OUT017,3041.3453805250047
FDW12,OUT019,306.77338690161565
FDX48,OUT027,3714.8261880531695
NCW05,OUT027,2598.8992710632147
FDX27,OUT017,1560.630317996601
DRM37,OUT045,3123.8077742053983
FDA38,OUT045,3809.6966569289416
FDR36,OUT046,792.6455565802935
FDZ45,OUT046,3148.8427403947703
FDG05,OUT017,2636.2307943781757
FDK28,OUT013,4187.058075841432
FDV47,OUT045,1280.949313414552
FDN21,OUT045,2533.119482024309
FDP20,OUT027,3050.2433846585814
FDI35,OUT045,3197.469635746551
DRY23,OUT013,676.6917780815594
FDA56,OUT017,2089.3007311256606
FDB09,OUT013,2010.8067972376514
NCO26,OUT027,2933.2269844366024
FDQ49,OUT018,2376.9421036276185
FDI52,OUT027,3166.522204917429
FDZ44,OUT027,3014.590049232837
FDZ09,OUT018,2398.884625759056
FDY03,OUT049,1967.8034297426507
NCG42,OUT017,2188.414795102161
DRI13,OUT027,5438.750731382731
FDQ32,OUT013,2044.6744021391341
FDW16,OUT035,1530.0597448301414
FDU27,OUT046,865.3053223318423
FDR28,OUT010,485.11777570450585
FDQ49,OUT010,452.69129546660537
FDS37,OUT046,1910.9293931079467
FDW26,OUT018,3200.070237265892
FDX12,OUT018,3485.258496012757
NCP06,OUT013,2379.985133045907
FDW45,OUT010,350.0580328724854
NCN30,OUT049,1590.5576074781507
FDN24,OUT049,985.6915124477404
NCL41,OUT027,1129.8754941531517
FDR02,OUT019,246.97130513900896
FDD09,OUT010,501.2602799194646
FDS33,OUT010,142.58177465722
FDU22,OUT045,1959.2061399030242
FDI53,OUT013,2553.3162399486987
DRH01,OUT049,2832.783087619959
FDX32,OUT013,2180.776939150824
NCP30,OUT018,444.7021048462257
FDB60,OUT045,3095.852612411513
FDB14,OUT049,1498.2486031066408
NCP02,OUT035,960.29129134282
FDJ10,OUT017,2180.388997784616
FDG34,OUT046,1856.5101835741705
NCB18,OUT017,1408.0239219352027
FDM16,OUT049,1246.3857308628085
FDW25,OUT018,1139.7642265376194
FDB35,OUT010,219.5491990358528
DRN11,OUT013,2055.784197214056
FDF41,OUT019,529.0705000956181
FDH16,OUT045,1241.1738067244842
NCQ50,OUT018,3067.101706590567
DRH23,OUT018,688.7755519078423
DRJ37,OUT013,2371.599124392745
DRJ24,OUT027,4957.396922132169
FDY16,OUT035,3210.1154550811984
FDQ27,OUT045,1705.3698530269191
FDZ33,OUT045,2416.467859927609
FDF29,OUT045,2178.2841282570894
FDA08,OUT049,2577.228118078553
FDG31,OUT046,1130.1439761158722
FDE34,OUT019,640.8161450016875
NCR30,OUT027,1952.3368237992122
FDV33,OUT035,4230.175456700426
DRZ24,OUT018,1706.6449900572416
NCL54,OUT035,2923.0453320809283
FDR12,OUT049,2900.9854595104775
NCC54,OUT046,3705.804645041756
DRN59,OUT013,712.3207442693965
FDX50,OUT019,257.6368605994941
FDV31,OUT027,4750.3658035816825
NCA29,OUT027,4594.5594350603515
FDW60,OUT049,2951.358487268819
FDX08,OUT017,3293.9531738451046
DRD49,OUT013,3742.8864746719883
FDD33,OUT046,3691.761564786015
FDW35,OUT013,610.3139623701913
FDJ36,OUT017,1725.449519973278
FDV51,OUT035,2786.1119565626627
FDW36,OUT046,1690.5632241654296
FDH35,OUT046,2526.8727112575057
NCS30,OUT027,3293.768048728668
FDN49,OUT017,710.965517207724
FDL08,OUT018,3454.8189795740905
FDI09,OUT013,3794.1948951504924
FDP19,OUT018,1838.4078151950985
FDU21,OUT010,0.0
NCP41,OUT045,1648.4837190320943
FDY10,OUT013,1845.5213486428195
FDP12,OUT018,464.4278670860078
NCN26,OUT049,1943.5365785699812
FDK44,OUT013,2820.037634451082
FDC28,OUT049,1664.6446058749632
FDJ41,OUT027,6013.616128689546
NCT29,OUT035,2053.925483300629
NCH42,OUT019,823.37354727358
FDU60,OUT018,2388.031078942412
FDS02,OUT045,3155.1638075878996
FDC51,OUT046,2033.8256578379585
FDU03,OUT013,3025.152729197535
FDX39,OUT045,3558.9953177143175
NCY05,OUT010,0.0
NCL06,OUT027,5949.748221248596
FDD32,OUT035,1421.7929975450604
NCN41,OUT045,2003.8459357025674
NCX53,OUT049,2225.56966860979
FDU57,OUT019,347.6923176149241
FDQ23,OUT046,1716.566250565956
FDQ52,OUT045,3935.589566627715
FDC14,OUT045,640.806836972469
FDY09,OUT035,3048.134638601759
FDQ28,OUT045,2495.2513568525533
FDV25,OUT046,3668.6439553738805
FDJ07,OUT035,1933.386231479445
DRB25,OUT049,1676.028256489358
FDK52,OUT019,785.6429045053334
FDY52,OUT027,1866.7222309007984
FDB28,OUT046,3108.7420484087424
FDT36,OUT035,760.0204102050423
FDV25,OUT017,3830.9608276428917
NCN07,OUT027,3304.738598468158
FDC57,OUT017,3173.3247940849683
FDQ03,OUT018,3477.160866896917
FDU23,OUT017,2778.973192409785
NCX41,OUT035,3690.230064282476
NCD06,OUT035,889.9472876335356
FDW08,OUT045,1608.3158969409974
NCU29,OUT017,2541.6609509312916
NCE06,OUT013,2505.474593104466
FDV52,OUT010,147.55807903830586
FDB02,OUT017,3013.7087222703835
NCR18,OUT045,648.2557339736327
FDK16,OUT049,1547.6763475150167
NCQ29,OUT010,964.7062595438501
FDZ01,OUT019,250.49832656344
FDW27,OUT035,2545.778240988425
FDD17,OUT018,3371.013907321403
FDW39,OUT013,2909.9404544682207
DRH59,OUT045,992.6679239466176
FDS52,OUT013,1632.2293573956597
FDU40,OUT027,5201.538697405454
NCF54,OUT013,2790.757170324094
FDH46,OUT045,1594.0488012747421
NCP14,OUT049,1696.228676342451
FDH50,OUT049,3225.7773050626984
DRF15,OUT010,331.60572688818917
FDV27,OUT027,2269.164935035003
NCJ06,OUT049,2091.8909695757793
FDN02,OUT018,3092.030085397282
FDQ51,OUT049,887.6646323767686
FDQ07,OUT017,3865.36425352943
FDS45,OUT049,1811.4150142740111
NCJ06,OUT045,2005.5903844987495
FDD36,OUT035,2044.4568926187515
FDY25,OUT045,3161.782913654642
FDU52,OUT046,2378.000091694429
DRK47,OUT017,3936.7367063639153
NCL30,OUT017,2091.696462380119
FDN22,OUT035,3880.002864145008
NCF30,OUT027,3210.2469917981985
FDK03,OUT035,4295.5449045086825
FDT45,OUT017,918.6181617092512
NCC54,OUT027,5732.996200142565
FDP08,OUT018,2875.2256088055647
FDU44,OUT046,2536.511406461571
DRG39,OUT035,894.8220371421863
